date,etf,ticker,name,weight_pct,shares,market_value,source,fetched_at_utc
2026-07-12,SMH,ARM,Arm Holdings plc,1.15,2516244.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SMH,ASML,ASML Holding N.V.,4.99,1939606.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SMH,AVGO,Broadcom Inc.,5.61,10700777.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SMH,CDNS,"Cadence Design Systems, Inc.",2.38,4386021.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SMH,INTC,Intel Corporation,4.88,27912003.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SMH,KLAC,KLA Corporation,4.73,13802186.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SMH,LRCX,Lam Research Corporation,4.68,9159847.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SMH,MCHP,Microchip Technology Incorporated,0.93,7538747.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SMH,MPWR,"Monolithic Power Systems, Inc.",1.26,675162.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SMH,MRVL,"Marvell Technology, Inc.",4.27,11985054.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SMH,MU,"Micron Technology, Inc.",5.34,3762838.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SMH,NVDA,NVIDIA Corporation,19.01,67132346.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SMH,NXPI,NXP Semiconductors N.V.,1.24,3122625.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SMH,ON,ON Semiconductor Corporation,0.62,4682555.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SMH,QCOM,QUALCOMM Incorporated,3.97,15483836.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SMH,SNPS,"Synopsys, Inc.",1.95,3075477.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SMH,STM,STMicroelectronics N.V.,1.28,12881054.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SMH,SWKS,"Skyworks Solutions, Inc.",0.16,1797082.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SMH,TER,"Teradyne, Inc.",1.27,2366409.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SMH,TSM,Taiwan Semiconductor Manufacturing Company Limited,9.4,14889948.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SMH,TXN,Texas Instruments Incorporated,4.56,10710296.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,ADI,"Analog Devices, Inc.",3.8,248305.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,ALAB,"Astera Labs, Inc.",2.72,167472.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,AMAT,"Applied Materials, Inc.",5.23,228329.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,AMD,"Advanced Micro Devices, Inc.",4.23,199109.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,ARM,Arm Holdings plc,1.76,138087.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,ASML,ASML Holding N.V.,4.47,63710.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,AVGO,Broadcom Inc.,8.97,575026.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,COHR,Coherent Corp.,2.43,191146.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,CRDO,Credo Technology Group Holding Ltd,1.86,180216.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,GFS,GLOBALFOUNDRIES Inc.,1.45,536485.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,INTC,Intel Corporation,3.92,896070.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,KLAC,KLA Corporation,4.77,534740.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,LRCX,Lam Research Corporation,4.43,322969.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,MCHP,Microchip Technology Incorporated,1.82,529644.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,MPWR,"Monolithic Power Systems, Inc.",2.56,48004.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,MRVL,"Marvell Technology, Inc.",4.74,501270.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,MTSI,"MACOM Technology Solutions Holdings, Inc.",0.92,74548.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,MU,"Micron Technology, Inc.",8.16,211659.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,NVDA,NVIDIA Corporation,11.51,1460097.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,NXPI,NXP Semiconductors N.V.,2.79,246676.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,ON,ON Semiconductor Corporation,1.46,382906.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,QCOM,QUALCOMM Incorporated,3.04,409370.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,TER,"Teradyne, Inc.",2.16,152956.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,TSM,Taiwan Semiconductor Manufacturing Company Limited,4.17,245574.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXQ,TXN,Texas Instruments Incorporated,4.03,336171.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,ADI,"Analog Devices, Inc.",3.77,4556398.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,ALAB,"Astera Labs, Inc.",2.88,3283153.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,AMAT,"Applied Materials, Inc.",5.18,4189768.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,AMD,"Advanced Micro Devices, Inc.",8.39,7307222.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,ASML,ASML Holding N.V.,2.3,607687.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,ASX,"ASE Technology Holding Co., Ltd.",1.28,14143084.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,AVGO,Broadcom Inc.,7.11,8441104.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,CRDO,Credo Technology Group Holding Ltd,2.16,3880605.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,ENTG,"Entegris, Inc.",1.09,3556180.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,INTC,Intel Corporation,5.62,23787443.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,KLAC,KLA Corporation,4.73,9812167.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,LRCX,Lam Research Corporation,4.39,5926297.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,MCHP,Microchip Technology Incorporated,2.31,12468787.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,MPWR,"Monolithic Power Systems, Inc.",3.21,1111499.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,MRVL,"Marvell Technology, Inc.",4.7,9198314.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,MTSI,"MACOM Technology Solutions Holdings, Inc.",1.08,1618934.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,MU,"Micron Technology, Inc.",8.09,3883864.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,NVDA,NVIDIA Corporation,7.6,17861352.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,NXPI,NXP Semiconductors N.V.,3.58,5867776.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,ON,ON Semiconductor Corporation,1.88,9140306.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,QCOM,QUALCOMM Incorporated,3.01,7511871.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,TER,"Teradyne, Inc.",2.78,3649016.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,TSM,Taiwan Semiconductor Manufacturing Company Limited,4.3,4684285.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,TXN,Texas Instruments Incorporated,4.0,6168660.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-12,SOXX,UMC,United Microelectronics Corporation,1.02,19607282.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-12T05:45:18+00:00
2026-07-13,SMH,ADI,"Analog Devices, Inc.",4.23,7709527.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,ALAB,"Astera Labs, Inc.",1.19,2019050.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,AMAT,"Applied Materials, Inc.",5.33,6077118.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,AMD,"Advanced Micro Devices, Inc.",5.58,7418187.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,ARM,Arm Holdings plc,1.15,2516244.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,ASML,ASML Holding N.V.,4.99,1939606.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,AVGO,Broadcom Inc.,5.61,10700777.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,CDNS,"Cadence Design Systems, Inc.",2.38,4386021.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,INTC,Intel Corporation,4.88,27912003.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,KLAC,KLA Corporation,4.73,13802186.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,LRCX,Lam Research Corporation,4.68,9159847.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,MCHP,Microchip Technology Incorporated,0.93,7538747.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,MPWR,"Monolithic Power Systems, Inc.",1.26,675162.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,MRVL,"Marvell Technology, Inc.",4.27,11985054.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,MU,"Micron Technology, Inc.",5.34,3762838.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,NVDA,NVIDIA Corporation,19.01,67132346.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,NXPI,NXP Semiconductors N.V.,1.24,3122625.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,ON,ON Semiconductor Corporation,0.62,4682555.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,QCOM,QUALCOMM Incorporated,3.97,15483836.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,SNPS,"Synopsys, Inc.",1.95,3075477.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,STM,STMicroelectronics N.V.,1.28,12881054.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,SWKS,"Skyworks Solutions, Inc.",0.16,1797082.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,TER,"Teradyne, Inc.",1.27,2366409.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,TSM,Taiwan Semiconductor Manufacturing Company Limited,9.4,14889948.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SMH,TXN,Texas Instruments Incorporated,4.56,10710296.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,ADI,"Analog Devices, Inc.",3.8,248305.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,ALAB,"Astera Labs, Inc.",2.72,167472.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,AMAT,"Applied Materials, Inc.",5.23,228329.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,AMD,"Advanced Micro Devices, Inc.",4.23,199109.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,ARM,Arm Holdings plc,1.76,138087.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,ASML,ASML Holding N.V.,4.47,63710.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,AVGO,Broadcom Inc.,8.97,575026.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,COHR,Coherent Corp.,2.43,191146.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,CRDO,Credo Technology Group Holding Ltd,1.86,180216.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,GFS,GLOBALFOUNDRIES Inc.,1.45,536485.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,INTC,Intel Corporation,3.92,896070.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,KLAC,KLA Corporation,4.77,534740.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,LRCX,Lam Research Corporation,4.43,322969.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,MCHP,Microchip Technology Incorporated,1.82,529644.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,MPWR,"Monolithic Power Systems, Inc.",2.56,48004.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,MRVL,"Marvell Technology, Inc.",4.74,501270.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,MTSI,"MACOM Technology Solutions Holdings, Inc.",0.92,74548.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,MU,"Micron Technology, Inc.",8.16,211659.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,NVDA,NVIDIA Corporation,11.51,1460097.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,NXPI,NXP Semiconductors N.V.,2.79,246676.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,ON,ON Semiconductor Corporation,1.46,382906.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,QCOM,QUALCOMM Incorporated,3.04,409370.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,TER,"Teradyne, Inc.",2.16,152956.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,TSM,Taiwan Semiconductor Manufacturing Company Limited,4.17,245574.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXQ,TXN,Texas Instruments Incorporated,4.03,336171.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,ADI,"Analog Devices, Inc.",3.77,4556398.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,ALAB,"Astera Labs, Inc.",2.88,3283153.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,AMAT,"Applied Materials, Inc.",5.18,4189768.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,AMD,"Advanced Micro Devices, Inc.",8.39,7307222.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,ASML,ASML Holding N.V.,2.3,607687.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,ASX,"ASE Technology Holding Co., Ltd.",1.28,14143084.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,AVGO,Broadcom Inc.,7.11,8441104.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,CRDO,Credo Technology Group Holding Ltd,2.16,3880605.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,ENTG,"Entegris, Inc.",1.09,3556180.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,INTC,Intel Corporation,5.62,23787443.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,KLAC,KLA Corporation,4.73,9812167.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,LRCX,Lam Research Corporation,4.39,5926297.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,MCHP,Microchip Technology Incorporated,2.31,12468787.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,MPWR,"Monolithic Power Systems, Inc.",3.21,1111499.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,MRVL,"Marvell Technology, Inc.",4.7,9198314.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,MTSI,"MACOM Technology Solutions Holdings, Inc.",1.08,1618934.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,MU,"Micron Technology, Inc.",8.09,3883864.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,NVDA,NVIDIA Corporation,7.6,17861352.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,NXPI,NXP Semiconductors N.V.,3.58,5867776.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,ON,ON Semiconductor Corporation,1.88,9140306.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,QCOM,QUALCOMM Incorporated,3.01,7511871.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,TER,"Teradyne, Inc.",2.78,3649016.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,TSM,Taiwan Semiconductor Manufacturing Company Limited,4.3,4684285.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,TXN,Texas Instruments Incorporated,4.0,6168660.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-13,SOXX,UMC,United Microelectronics Corporation,1.02,19607282.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-13T05:55:37+00:00
2026-07-14,SMH,ADI,"Analog Devices, Inc.",4.23,7709527.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-14T05:18:02+00:00
2026-07-14,SMH,ALAB,"Astera Labs, Inc.",1.19,2019050.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-14T05:18:02+00:00
2026-07-14,SMH,AMAT,"Applied Materials, Inc.",5.33,6077118.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-14T05:18:02+00:00
2026-07-14,SMH,AMD,"Advanced Micro Devices, Inc.",5.58,7418187.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-14T05:18:02+00:00
2026-07-14,SMH,ARM,Arm Holdings plc,1.15,2516244.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-14T05:18:02+00:00
2026-07-14,SMH,ASML,ASML Holding N.V.,4.99,1939606.0,,"stockanalysis.com (백업 소스, 운용사 EOD 데이터 재게시)",2026-07-14T05:18:02+00:00
